time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy volume,Taker buy quote asset volume,Ignore
2021-11-29,57315.72,58924.21,56715.0,57827.98,215111.466,2021-11-29,12407120858.33198,2447845,107231.421,6185979722.43663,0
2021-11-30,57827.97,59224.99,55900.0,56975.0,337624.148,2021-11-30,19388577718.16696,3850454,163076.665,9367882842.6457,0
2021-12-01,56978.06,59100.0,56500.0,57209.29,273959.104,2021-12-01,15768296334.55757,3149322,134469.846,7739580278.53539,0
2021-12-02,57209.28,57428.49,55800.0,56513.57,249985.255,2021-12-02,14156805566.29961,2673918,120880.601,6846143099.54111,0
2021-12-03,56513.56,57670.0,50604.0,53612.0,374132.016,2021-12-03,20620928587.23005,3755786,174865.975,9652327938.8376,0
2021-12-04,53611.86,53889.69,40888.89,49135.66,598774.989,2021-12-04,28876836071.52302,5884109,283256.182,13656398416.92694,0
2021-12-05,49135.66,49699.49,47755.0,49376.6,286434.382,2021-12-05,14016018237.14839,3163309,144632.547,7078863270.45965,0
2021-12-06,49373.83,50888.0,47000.0,50424.72,357711.029,2021-12-06,17416560141.64795,3868686,181750.447,8851924336.00435,0
2021-12-07,50424.72,51929.0,50012.0,50577.2,224670.618,2021-12-07,11455372238.68916,2571721,112692.075,5747025418.32783,0
2021-12-08,50577.2,51210.6,48533.33,50455.61,238229.884,2021-12-08,11927549317.95012,2569992,118448.493,5931994643.83371,0
2021-12-09,50459.61,50773.03,47312.89,47539.76,273086.086,2021-12-09,13331462595.9486,3003376,135275.03,6604812871.76073,0
2021-12-10,47539.34,50188.42,46828.23,47136.35,302974.429,2021-12-10,14624324088.15633,3440326,149973.846,7241734548.93565,0
2021-12-11,47132.31,49499.05,46724.35,49381.15,210959.992,2021-12-11,10208756470.20068,2548340,106748.623,5166291977.15889,0
2021-12-12,49379.51,50768.0,48616.16,50057.01,183434.285,2021-12-12,9106252724.30474,2352164,93049.562,4620556018.70059,0
2021-12-13,50057.02,50180.0,45600.0,46679.93,348551.322,2021-12-13,16649825351.91293,4064300,171595.893,8200400644.81935,0
2021-12-14,46679.93,48657.92,46255.6,48324.04,266213.627,2021-12-14,12568719899.92738,3361316,135879.102,6417175900.91752,0
2021-12-15,48324.0,49479.75,46518.73,48870.48,345239.891,2021-12-15,16608174001.39206,4121320,173212.468,8334284462.88775,0
2021-12-16,48870.48,49439.79,47500.0,47624.5,215874.187,2021-12-16,10475553466.87223,2699044,107345.166,5210025326.09925,0
2021-12-17,47629.1,47988.27,45373.11,46125.33,326458.135,2021-12-17,15254949355.93811,3900693,159111.359,7437957215.85854,0
2021-12-18,46125.33,47336.99,45438.43,46815.99,191006.415,2021-12-18,8888783519.25989,2717062,95918.104,4464301287.65608,0
2021-12-19,46815.99,48461.17,46399.37,46668.63,241698.541,2021-12-19,11424734107.71985,2869025,120156.154,5681140108.43914,0
2021-12-20,46668.65,47533.42,45530.67,46898.14,273804.259,2021-12-20,12694248816.63036,3385680,136115.389,6311962625.51175,0
2021-12-21,46896.82,49298.78,46650.0,48875.15,260008.358,2021-12-21,12591846630.47555,3368367,132298.47,6407147392.71888,0
2021-12-22,48875.88,49599.0,48420.02,48569.69,208463.689,2021-12-22,10204294033.10858,2632960,103012.088,5043152336.27347,0
2021-12-23,48569.69,51377.74,48020.0,50817.92,255885.48,2021-12-23,12639718706.13498,2830824,128696.325,6356989973.32774,0
2021-12-24,50817.94,51805.0,50379.25,50808.55,220208.725,2021-12-24,11239397651.05684,2359503,109811.663,5605710625.65142,0
2021-12-25,50809.37,51190.0,50105.0,50403.64,147662.438,2021-12-25,7493948259.92037,1640853,72934.601,3702189299.10163,0
2021-12-26,50403.64,51300.0,49350.0,50765.73,184800.616,2021-12-26,9267956168.27748,1947977,89518.393,4490933872.73911,0
2021-12-27,50765.73,52134.0,50450.0,50707.72,216225.263,2021-12-27,11061080417.43167,2265011,106262.002,5437046524.75261,0
2021-12-28,50707.72,50713.56,47290.0,47522.03,336083.34,2021-12-28,16407080716.16083,3423898,160404.199,7831850133.88932,0
2021-12-29,47522.02,48125.97,46000.0,46436.54,274795.378,2021-12-29,13014511681.30992,2740566,134721.808,6382437890.1136,0
2021-12-30,46436.53,47911.68,45880.0,47095.02,229931.288,2021-12-30,10818483277.72078,2203374,115635.442,5441754134.38133,0
2021-12-31,47095.02,48575.0,45650.0,46210.56,287186.003,2021-12-31,13567843473.42067,2742753,143410.36,6776924725.33501,0
2022-01-01,46210.57,47943.77,46210.55,47704.35,179433.584,2022-01-01,8461832661.65729,1823098,89986.219,4244107640.95769,0
2022-01-02,47704.35,48000.0,46605.68,47280.0,184795.093,2022-01-02,8730148323.6079,1845244,91981.313,4345497571.9247,0
2022-01-03,47280.01,47575.22,45665.4,46445.81,244781.793,2022-01-03,11434725784.02273,2367718,119053.258,5562586943.21086,0
2022-01-04,46445.8,47524.36,45445.57,45833.42,292149.75,2022-01-04,13573606756.16807,2763606,143286.209,6658055531.9641,0
2022-01-05,45833.41,47075.29,42270.0,43421.69,485477.569,2022-01-05,21959888820.89765,4438181,232575.543,10530136221.52532,0
2022-01-06,43421.7,43766.0,42385.83,43080.01,299509.851,2022-01-06,12890924257.87606,2967072,148906.155,6409866996.18912,0
2022-01-07,43080.01,43135.0,40456.56,41553.86,473214.849,2022-01-07,19783906992.59905,4387523,233270.71,9755157295.13677,0
2022-01-08,41553.87,42335.0,40500.0,41688.05,283737.224,2022-01-08,11779922567.4038,2952768,143063.594,5941237582.43974,0
2022-01-09,41688.05,42773.85,41170.0,41851.22,223134.952,2022-01-09,9347759287.48888,2349047,112664.922,4720862306.99739,0
2022-01-10,41851.22,42219.84,39610.0,41801.55,453644.116,2022-01-10,18676770270.33546,4253158,225243.622,9278756804.74256,0
2022-01-11,41801.55,43118.0,41255.0,42700.68,323760.691,2022-01-11,13657150777.60344,3210875,163255.397,6888351821.6783,0
2022-01-12,42700.69,44300.0,42415.0,43880.72,281339.294,2022-01-12,12189347664.02133,2653237,144555.452,6265026420.65346,0
2022-01-13,43880.72,44396.68,42301.16,42534.32,289289.18,2022-01-13,12536916955.57177,2842230,139605.73,6051428420.24045,0
2022-01-14,42538.72,43450.0,41666.0,43042.4,272517.077,2022-01-14,11620761638.67808,2711286,136435.116,5819888447.95418,0
2022-01-15,43042.4,43800.0,42530.64,43070.51,184649.157,2022-01-15,7962625061.63067,2162077,93161.362,4018431693.83108,0
2022-01-16,43070.51,43464.71,42531.69,43060.66,177450.475,2022-01-16,7638792723.4354,2004334,88227.295,3798720150.47739,0
2022-01-17,43060.66,43159.32,41523.68,42176.34,232748.345,2022-01-17,9870740739.62078,2576335,113249.87,4804102715.23005,0
2022-01-18,42176.34,42680.0,41260.0,42337.58,267472.465,2022-01-18,11189671439.34784,2605464,134653.499,5634574099.94608,0
2022-01-19,42337.58,42545.0,41115.64,41657.89,333952.095,2022-01-19,13989826398.11288,3093452,166540.108,6977645792.3958,0
2022-01-20,41656.9,43495.0,40550.0,40661.69,399818.052,2022-01-20,16867468374.30662,3649340,198970.276,8399082947.70126,0
2022-01-21,40662.06,41095.76,35380.92,36425.98,790320.909,2022-01-21,30302616543.91132,7112977,376964.65,14456023178.52374,0
2022-01-22,36426.46,36817.74,33950.0,35043.73,676272.904,2022-01-22,23906967843.02501,6139534,335231.726,11853619488.37564,0
2022-01-23,35043.73,36496.92,34588.8,36230.01,369372.903,2022-01-23,13097400243.75661,3421563,191345.791,6787213744.83486,0
2022-01-24,36230.0,37528.0,32853.83,36648.31,823000.702,2022-01-24,28523818659.37716,7379240,421032.595,14607063858.08697,0
2022-01-25,36648.3,37561.03,35693.0,36934.26,409535.517,2022-01-25,14967474932.81879,4251175,209227.784,7648737468.90603,0
2022-01-26,36934.26,38886.58,36232.42,36787.43,554457.384,2022-01-26,20858872853.19313,5467829,280710.342,10563037380.73863,0
2022-01-27,36787.42,37200.0,35471.53,37131.0,422006.922,2022-01-27,15328505621.72229,4341962,214001.652,7775003101.57465,0
2022-01-28,37131.0,38000.0,36149.02,37696.21,367509.143,2022-01-28,13594591900.12492,3780617,186916.622,6916297723.63023,0
2022-01-29,37696.22,38750.94,37252.0,38150.01,238657.764,2022-01-29,9034176250.23326,2643842,121845.333,4613941217.06507,0
2022-01-30,38150.0,38420.3,37334.83,37870.01,195029.125,2022-01-30,7393111440.65068,2182990,98182.72,3722724839.67337,0
2022-01-31,37870.0,38741.73,36620.0,38439.04,318440.392,2022-01-31,11976940218.20276,3180130,165301.213,6220095145.29994,0
2022-02-01,38439.04,39260.26,37969.0,38680.51,353354.121,2022-02-01,13632595784.2999,3602863,180866.324,6979819150.13159,0
2022-02-02,38680.51,38834.18,36529.81,36892.03,337570.934,2022-02-02,12748099870.64242,3238066,164072.198,6196721695.96285,0
2022-02-03,36892.05,37395.0,36204.3,37289.86,318656.228,2022-02-03,11697089175.17526,3020061,162221.171,5956154008.33303,0
2022-02-04,37287.33,41741.76,37011.0,41550.0,520105.77,2022-02-04,20278655698.32346,4876035,275803.541,10758798987.91476,0
2022-02-05,41550.0,41922.0,40920.0,41374.69,242184.07,2022-02-05,10047968021.9499,2728847,121299.575,5033451774.66454,0
2022-02-06,41374.68,42656.8,41100.0,42361.35,215323.95,2022-02-06,8973046762.87637,2197115,113028.37,4712592361.59851,0
2022-02-07,42361.34,44541.16,41609.76,43829.99,418053.774,2022-02-07,18066735189.2121,4078430,216232.398,9347732308.55036,0
2022-02-08,43829.99,45600.0,42641.0,44021.57,468015.421,2022-02-08,20510408716.12763,4649391,238431.389,10454389415.56951,0
2022-02-09,44021.58,44826.0,43089.08,44358.08,300270.062,2022-02-09,13182555302.94626,3214990,150266.938,6598136177.9524,0
2022-02-10,44358.09,45847.5,43136.96,43471.29,563922.075,2022-02-10,25056911387.52332,5369837,283192.141,12587357588.63411,0
2022-02-11,43471.3,43900.0,41914.23,42366.0,414646.193,2022-02-11,17859967569.9422,4498402,205984.41,8873652827.96224,0
2022-02-12,42365.99,42980.0,41540.0,42199.87,256269.325,2022-02-12,10831014104.34159,2871604,128560.041,5435427212.76879,0
2022-02-13,42199.88,42755.97,41850.0,42041.13,192068.012,2022-02-13,8127109308.94153,2148957,96534.906,4085624252.3671,0
2022-02-14,42041.12,42888.0,41526.0,42525.14,303990.933,2022-02-14,12843945742.38583,3037236,155102.932,6554734287.03529,0
2022-02-15,42525.14,44777.0,42406.23,44529.6,276735.421,2022-02-15,12150999143.33453,2782170,141960.771,6232177010.23817,0
2022-02-16,44529.7,44536.8,43277.8,43860.7,255790.287,2022-02-16,11231548897.34829,2543753,123063.564,5404504528.22352,0
2022-02-17,43860.8,44150.0,40020.1,40491.7,433958.984,2022-02-17,18306714686.34452,4093325,205849.905,8686458829.57907,0
2022-02-18,40491.8,40944.1,39422.0,39966.8,377679.782,2022-02-18,15188089909.73473,3531150,189988.366,7642098216.36807,0
2022-02-19,39966.8,40438.7,39610.3,40052.6,185624.675,2022-02-19,7424908673.12969,1963483,94227.797,3769729264.41352,0
2022-02-20,40052.6,40100.1,37905.0,38368.1,329740.444,2022-02-20,12741245042.82211,2965260,162142.068,6263355154.13587,0
2022-02-21,38367.9,39510.0,36762.0,36986.4,646391.815,2022-02-21,24685541251.61848,5359508,323510.035,12357892937.19487,0
2022-02-22,36986.4,38450.0,36310.1,38212.0,465313.497,2022-02-22,17408326520.91108,4341079,239400.96,8961110656.69595,0
2022-02-23,38212.1,39250.0,36963.2,37227.8,408056.255,2022-02-23,15594144071.8888,3541556,203182.176,7767432889.70376,0
2022-02-24,37227.9,40376.1,34303.7,38315.1,919820.907,2022-02-24,33179251056.85041,8122647,476179.434,17190527389.77624,0
2022-02-25,38316.2,39750.0,37999.2,39205.4,416316.366,2022-02-25,16181393771.15972,4273206,214578.302,8342805836.53681,0
2022-02-26,39205.4,40441.1,38561.7,39099.3,251892.201,2022-02-26,9879223598.44196,2697306,126646.153,4968994506.10465,0
2022-02-27,39099.3,39868.6,36934.6,37672.0,423197.247,2022-02-27,16317550913.22295,4101060,208674.497,8051469599.96961,0
2022-02-28,37672.1,44341.0,37414.4,43155.0,615391.161,2022-02-28,24659800737.31436,5894312,325067.945,13040469950.07912,0
2022-03-01,43155.0,44935.0,42765.4,44394.1,448483.646,2022-03-01,19622069856.81384,4610393,224953.573,9845412243.9429,0
2022-03-02,44393.6,45350.0,43321.0,43885.7,407603.721,2022-03-02,17988671380.99431,4239890,201900.492,8912250169.65875,0
2022-03-03,43885.8,44080.0,41831.0,42449.5,365565.832,2022-03-03,15701873990.90735,3803308,178271.807,7658691829.64036,0
2022-03-04,42449.6,42525.3,38521.0,39127.7,469138.374,2022-03-04,19124060705.42543,4908804,224732.415,9164678047.45366,0
2022-03-05,39127.7,39580.0,38547.6,39375.1,198747.893,2022-03-05,7774650477.29027,2212218,99499.609,3893169344.91897,0
2022-03-06,39375.0,39690.0,38056.0,38401.1,311705.26,2022-03-06,12109833925.17119,3162831,155049.377,6024750486.35739,0
2022-03-07,38401.1,39550.0,37134.0,37963.8,490254.516,2022-03-07,18764725860.73588,4747049,245476.829,9399768499.87249,0
2022-03-08,37963.7,39340.5,37853.0,38709.9,421462.367,2022-03-08,16295438564.50412,4243987,211159.834,8166154990.01377,0
2022-03-09,38709.9,42647.5,38638.7,41937.5,462059.811,2022-03-09,19171096064.11704,4564168,239808.874,9942980211.1505,0
2022-03-10,41939.5,42034.3,38512.0,39407.2,520645.186,2022-03-10,20592964929.86937,5039014,253340.705,10017462324.28944,0
2022-03-11,39407.1,40242.0,38200.1,38713.0,467078.892,2022-03-11,18251508270.53395,4566236,232506.827,9089386517.83602,0
2022-03-12,38713.1,39578.4,38630.0,38792.6,172494.825,2022-03-12,6738409306.12123,1916408,84494.947,3301617500.43773,0
2022-03-13,38792.7,39300.0,37500.0,37743.7,236623.694,2022-03-13,9151745126.66911,2373595,113382.543,4387268932.96517,0
2022-03-14,37743.0,39989.0,37522.1,39653.8,360058.358,2022-03-14,13971397117.54385,3346589,186200.399,7227009176.29933,0
2022-03-15,39651.6,39901.8,38073.8,39271.0,345019.243,2022-03-15,13464944694.45397,3198153,173958.812,6790794646.38622,0
2022-03-16,39270.9,41804.0,38700.0,41105.8,650589.661,2022-03-16,26187353348.45998,6249052,330044.562,13289195220.51592,0
2022-03-17,41105.9,41498.4,40442.8,40898.1,243988.794,2022-03-17,9978203719.84016,2446187,119438.818,4885750148.3643,0
2022-03-18,40898.0,42322.8,40084.2,41751.5,299134.443,2022-03-18,12263436409.42434,2791205,152862.915,6269914962.13193,0
2022-03-19,41751.6,42446.6,41500.0,42188.2,186459.954,2022-03-19,7807076596.94564,1729803,92717.011,3882702294.89361,0
2022-03-20,42188.2,42269.3,40900.0,41261.0,235774.129,2022-03-20,9789547363.38173,2023810,115063.658,4777488314.86478,0
2022-03-21,41261.0,41544.4,40430.0,40982.0,308396.46,2022-03-21,12653661229.586,2575120,153571.609,6301813626.97718,0
2022-03-22,40982.0,43517.7,40852.0,42349.8,374297.674,2022-03-22,15892694388.65686,3429191,190906.344,8106579947.45263,0
2022-03-23,42349.9,43051.0,41731.3,42867.9,282631.74,2022-03-23,11938814869.12358,2643858,140287.08,5927575915.69937,0
2022-03-24,42867.8,44200.0,42525.0,43973.4,331440.057,2022-03-24,14365660202.82174,3127793,169016.924,7328650630.23292,0
2022-03-25,43973.2,45142.0,43575.1,44290.6,348620.122,2022-03-25,15463641455.42722,3146493,179058.651,7944202064.30179,0
2022-03-26,44290.6,44785.0,44041.0,44489.2,140712.587,2022-03-26,6243407332.87603,1476070,70101.602,3110763312.3971,0
2022-03-27,44489.3,47047.0,44416.0,46820.8,269280.228,2022-03-27,12238392163.90325,2526390,142291.838,6471034012.54201,0
2022-03-28,46820.9,48200.0,46651.2,47121.9,317565.782,2022-03-28,15043239939.14575,3149233,158315.138,7501313546.37197,0
2022-03-29,47121.8,48100.0,46911.0,47418.5,259040.835,2022-03-29,12315667516.20554,2407067,128874.336,6128028301.90366,0
2022-03-30,47418.5,47688.6,46535.0,47053.2,235009.892,2022-03-30,11089386781.04892,2279014,114751.08,5415931115.11833,0
2022-03-31,47053.1,47619.4,45185.0,45506.0,299837.61,2022-03-31,13933431988.82722,2704524,144645.28,6724731548.36598,0
2022-04-01,45505.9,46700.0,44206.2,46266.2,360734.553,2022-04-01,16398107293.59809,3077896,176970.211,8048236087.32689,0
2022-04-02,46266.2,47236.8,45600.0,45794.6,226413.357,2022-04-02,10506397608.90616,2087086,110594.856,5133171820.23934,0
2022-04-03,45792.3,47448.0,45501.0,46392.4,212589.013,2022-04-03,9869048181.66671,2007773,105889.709,4916726417.68304,0
2022-04-04,46392.3,46895.5,45094.0,46580.9,272796.541,2022-04-04,12550005434.18833,2435925,134448.286,6187032094.31339,0
2022-04-05,46580.9,47188.0,45300.0,45477.4,257524.639,2022-04-05,11905271460.90981,2349083,124189.733,5743113246.44133,0
2022-04-06,45477.5,45494.2,43100.0,43159.7,384359.375,2022-04-06,17045609346.28906,3589835,185087.192,8210011668.95328,0
2022-04-07,43159.8,43888.0,42685.0,43417.1,229567.98,2022-04-07,9962663417.59556,2352054,114175.005,4955907367.11699,0
2022-04-08,43417.1,43968.1,42074.0,42229.2,310095.829,2022-04-08,13392061160.35177,3039074,151870.348,6562148813.84376,0
2022-04-09,42229.1,42796.7,42100.3,42727.7,119722.654,2022-04-09,5079062857.24372,1398153,60625.388,2572357922.51607,0
2022-04-10,42727.8,43399.4,41838.0,42140.4,181904.47,2022-04-10,7757900433.72425,1922058,90479.719,3860641604.37861,0
2022-04-11,42140.3,42399.9,39136.7,39505.6,439530.02,2022-04-11,17947558294.57257,4212901,210958.799,8617467658.24843,0
2022-04-12,39505.6,40700.0,39224.0,40060.7,349883.631,2022-04-12,13983036683.03152,3292065,176382.292,7050426723.83981,0
2022-04-13,40060.7,41580.0,39569.8,41129.8,324910.931,2022-04-13,13171291934.155,3176539,164889.315,6686430663.74002,0
2022-04-14,41129.8,41474.8,39522.0,39915.9,261966.391,2022-04-14,10618983519.56311,2615945,126691.353,5137338771.65509,0
2022-04-15,39915.9,40888.0,39734.2,40529.5,194680.671,2022-04-15,7834169294.24891,1968852,100228.258,4034162822.39085,0
2022-04-16,40529.6,40700.0,39944.9,40361.0,127705.057,2022-04-16,5151896754.87278,1336108,62852.122,2535949864.09599,0
2022-04-17,40360.9,40574.1,39510.0,39649.1,170331.824,2022-04-17,6844928574.60225,1664402,83177.705,3343878636.45648,0
2022-04-18,39649.1,41310.0,38465.7,40785.6,362435.319,2022-04-18,14385834912.73849,3387459,183521.703,7287869045.64219,0
2022-04-19,40785.7,41788.0,40543.7,41472.9,214404.271,2022-04-19,8812710770.66012,2272668,109958.378,4520223293.91714,0
2022-04-20,41472.9,42166.8,40800.0,41327.7,257382.427,2022-04-20,10680662830.57433,2731896,128505.899,5333510697.05479,0
2022-04-21,41326.0,42966.0,39630.0,40449.8,393149.956,2022-04-21,16394716249.55895,4300495,195482.007,8159331733.00812,0
2022-04-22,40449.7,40786.1,39133.0,39674.2,314935.753,2022-04-22,12603399105.64393,3578572,153243.946,6133327111.82953,0
2022-04-23,39674.3,40000.0,39259.0,39415.1,125046.817,2022-04-23,4956239492.1091,1602703,60384.746,2393782171.43678,0
2022-04-24,39413.8,39930.6,38884.1,39433.4,180371.762,2022-04-24,7132438711.67396,1944480,89041.707,3521742624.82166,0
2022-04-25,39433.4,40650.0,38111.0,40411.0,448877.893,2022-04-25,17582505297.76194,4399875,225551.744,8839607170.15768,0
2022-04-26,40411.0,40800.0,37671.8,38093.7,453132.198,2022-04-26,17745663524.02774,4384061,219430.714,8598209300.37219,0
2022-04-27,38093.7,39470.0,37844.5,39209.0,385645.365,2022-04-27,14987444127.37106,3726498,194782.655,7571295409.04315,0
2022-04-28,39209.0,40376.6,38861.8,39732.5,413543.408,2022-04-28,16383567774.30766,3928985,212487.794,8420075655.20082,0
2022-04-29,39732.5,39924.8,38160.0,38572.2,308116.375,2022-04-29,12006054616.68173,3106694,149995.703,5846323258.32934,0
2022-04-30,38572.2,38782.6,37550.0,37614.5,181810.382,2022-04-30,6968090176.2822,2037497,87311.284,3347792961.76304,0
2022-05-01,37614.4,38680.6,37350.0,38440.5,236549.462,2022-05-01,9004710658.66057,2621618,119490.583,4550054643.79293,0
2022-05-02,38440.2,39222.0,38032.2,38525.6,336845.365,2022-05-02,13024319963.6059,3521802,171326.168,6626641364.79161,0
2022-05-03,38525.5,38674.7,37500.1,37712.9,248986.222,2022-05-03,9498898382.60297,2698667,120399.802,4594729066.59885,0
2022-05-04,37713.0,40071.7,37655.2,39684.0,424498.818,2022-05-04,16546422734.7687,4133946,218910.753,8534144799.42717,0
2022-05-05,39684.1,39845.0,35388.0,36534.7,547209.0,2022-05-05,20498697692.95448,5070147,257378.598,9642295699.54402,0
2022-05-06,36533.7,36679.3,35200.0,35995.3,431979.24,2022-05-06,15553837185.83251,3998315,212472.085,7651498444.60366,0
2022-05-07,35995.2,36138.0,34700.0,35466.7,200264.833,2022-05-07,7130599918.44936,2212165,96358.495,3432790044.54833,0
2022-05-08,35466.7,35504.0,33665.0,34032.0,426872.584,2022-05-08,14710577345.50726,4516970,209322.877,7215539688.2741,0
2022-05-09,34032.1,34243.3,30003.6,30056.6,1078779.712,2022-05-09,34585085018.41368,9184779,529648.506,16980832689.9699,0
2022-05-10,30056.0,32650.0,29701.4,31002.1,863178.961,2022-05-10,27002792322.99196,8033585,441097.464,13801867509.93179,0
2022-05-11,31002.1,32197.6,27651.0,29074.7,1101875.972,2022-05-11,33432659604.67081,9995578,549801.472,16695936719.06452,0
2022-05-12,29077.9,30257.0,26631.0,29020.7,964475.589,2022-05-12,27412613954.5816,9545187,486953.99,13851651044.07687,0
2022-05-13,29020.8,31072.6,28730.4,29274.3,507620.105,2022-05-13,15321440645.11955,5507009,257439.299,7773218697.70025,0
2022-05-14,29274.2,30352.2,28602.3,30079.8,315756.895,2022-05-14,9273623685.28461,3756979,160185.624,4706531893.2513,0
2022-05-15,30079.5,31462.0,29448.0,31324.4,336773.139,2022-05-15,10189057495.68176,3738894,174011.077,5267576264.58959,0
2022-05-16,31324.3,31327.4,29052.3,29866.7,507243.166,2022-05-16,15148324200.34817,5014012,248355.687,7416907426.82871,0
2022-05-17,29866.4,30794.0,29420.0,30437.0,398624.519,2022-05-17,12050567026.40218,4083135,200330.709,6057559839.25479,0
2022-05-18,30437.0,30700.0,28629.6,28700.6,426700.457,2022-05-18,12571901286.27471,4172681,209079.876,6161402093.68154,0
2022-05-19,28700.6,30550.0,28670.5,30319.9,448856.724,2022-05-19,13313042275.77401,4384132,233083.144,6913941140.19686,0
2022-05-20,30319.9,30784.4,28702.0,29188.9,485439.171,2022-05-20,14409462581.90292,4396626,237120.291,7041826708.8267,0
2022-05-21,29188.9,29650.0,28927.0,29427.4,202804.089,2022-05-21,5951830742.03713,2179630,102525.196,3009605190.41796,0
2022-05-22,29427.4,30500.0,29223.6,30284.0,297116.44,2022-05-22,8892178256.39475,2699817,151877.775,4545607220.23846,0
2022-05-23,30284.0,30658.0,28840.7,29097.7,475720.75,2022-05-23,14259460842.85488,4234598,231479.991,6943549143.59054,0
2022-05-24,29097.8,29887.3,28637.6,29643.1,382124.449,2022-05-24,11175809569.67527,3486602,191207.298,5594071219.1061,0
2022-05-25,29643.0,30246.7,29330.0,29536.7,413459.484,2022-05-25,12302779677.74162,3644948,206173.418,6136151262.28871,0
2022-05-26,29536.7,29877.0,27952.1,29194.0,602137.086,2022-05-26,17570547237.68192,4998028,297696.37,8691503875.50555,0
2022-05-27,29194.0,29387.0,28259.6,28623.2,506638.884,2022-05-27,14627232915.19134,4601526,251293.452,7257750269.225,0
2022-05-28,28623.3,29265.7,28520.0,29018.8,193644.283,2022-05-28,5593154078.34822,1892856,99244.558,2867055553.48944,0
2022-05-29,29018.8,29595.2,28825.0,29452.8,215139.934,2022-05-29,6278945105.68035,2143741,110733.028,3232327319.37081,0
2022-05-30,29452.6,32307.6,29301.1,31726.5,502712.176,2022-05-30,15459298501.15428,4335582,264493.669,8133349668.03916,0
2022-05-31,31726.5,32427.5,31222.0,31797.8,383688.265,2022-05-31,12177347048.90632,3584533,192655.591,6115572255.93436,0
2022-06-01,31797.9,31986.1,29300.0,29675.5,511471.44,2022-06-01,15771977374.98112,4209515,244022.902,7527587740.63101,0
